0 1 0 0 
0.05263157895 0.8947368421 0.05263157895 0 
0.1052631579 0.8033240997 0.09418282548 0.002770083102 
0.1578947368 0.723720659 0.1266948535 0.007435486222 
0.2105263158 0.6542076872 0.1518404555 0.01332095365 
0.2631578947 0.593335323 0.170990336 0.01991035092 
0.3157894737 0.5398784646 0.1852674414 0.02681401588 
0.3684210526 0.4928000705 0.1955915255 0.03374240586 
0.4210526316 0.4512206697 0.2027157057 0.04048486447 
0.4736842105 0.4143930048 0.207256449 0.04689254746 
0.5263157895 0.3816809226 0.2097181677 0.052864724 
0.5789473684 0.3525417817 0.2105133946 0.05833781451 
0.6315789474 0.3265117728 0.2099793318 0.06327664427 
0.6842105263 0.3031936563 0.2083914241 0.06766748866 
0.7368421053 0.2822465043 0.2059744923 0.0715125648 
0.7894736842 0.2633771087 0.2029118652 0.07482568916 
0.8421052632 0.2463327744 0.1993528688 0.07762887268 
0.8947368421 0.2308952649 0.1954189693 0.07994966865 
0.9473684211 0.2168757091 0.1912088111 0.08181912296 
1 0.2041103087 0.1868023485 0.08327020534 
