0 1 0 0 
0.02040816327 0.9591836735 0.02040816327 0 
0.04081632653 0.9204498126 0.03915035402 0.0004164931279 
0.0612244898 0.8836794193 0.0563455703 0.001198480225 
0.08163265306 0.8487607812 0.07210448375 0.002299472263 
0.1020408163 0.815589004 0.08653002019 0.003677136329 
0.1224489796 0.7840655757 0.09971789978 0.005292967911 
0.1428571429 0.7540979583 0.1117571395 0.007111987584 
0.1632653061 0.7255992078 0.1227305204 0.009102460324 
0.1836734694 0.6984876181 0.132715023 0.01123563583 
0.2040816327 0.6726863892 0.1417822313 0.01348550831 
0.2244897959 0.6481233169 0.1499987096 0.01582859432 
0.2448979592 0.6247305021 0.1574263523 0.0182437274 
0.2653061224 0.6024440806 0.1641227099 0.02071186817 
0.2857142857 0.5812039694 0.1701412922 0.02321592885 
0.306122449 0.5609536296 0.1755318496 0.02574061119 
0.3265306122 0.5416398458 0.1803406362 0.02827225664 
0.3469387755 0.5232125181 0.1846106531 0.03079870813 
0.3673469388 0.5056244695 0.188381876 0.03330918235 
0.387755102 0.4888312641 0.1916914658 0.03579415197 
0.4081632653 0.4727910383 0.1945739654 0.0382452369 
0.4285714286 0.4574643422 0.1970614827 0.04065510408 
0.4489795918 0.4428139911 0.1991838598 0.04301737499 
0.4693877551 0.4288049274 0.2009688322 0.0453265405 
0.4897959184 0.4154040902 0.2024421751 0.04757788236 
0.5102040816 0.4025802942 0.2036278409 0.04976740094 
0.5306122449 0.3903041157 0.2045480861 0.05189174867 
0.5510204082 0.3785477862 0.20522359 0.05394816885 
0.5714285714 0.3672850927 0.205673565 0.05593443931 
0.5918367347 0.3564912841 0.2059158589 0.05784882066 
0.612244898 0.3461429839 0.2059670505 0.05969000877 
0.6326530612 0.336218108 0.2058425381 0.06145709108 
0.6530612245 0.3266957881 0.2055566222 0.06314950651 
0.6734693878 0.3175562992 0.2051225824 0.06476700873 
0.693877551 0.3087809928 0.2045527486 0.06630963251 
0.7142857143 0.3003522328 0.2038585675 0.06777766279 
0.7346938776 0.2922533369 0.2030506647 0.0691716065 
0.7551020408 0.2844685204 0.2021389017 0.07049216674 
0.7755102041 0.2769828441 0.20113243 0.07174021915 
0.7959183673 0.2697821654 0.2000397402 0.07291679041 
0.8163265306 0.2628530921 0.1988687091 0.07402303856 
0.8367346939 0.2561829396 0.197626642 0.07506023513 
0.8571428571 0.2497596898 0.1963203133 0.07602974884 
0.8775510204 0.2435719538 0.1949560033 0.07693303079 
0.8979591837 0.2376089353 0.1935395335 0.07777160103 
0.9183673469 0.2318603978 0.1920762981 0.07854703637 
0.9387755102 0.2263166326 0.1905712948 0.07926095933 
0.9591836735 0.2209684291 0.189029152 0.07991502823 
0.9795918367 0.2158070473 0.1874541552 0.08051092814 
1 0.2108241914 0.1858502708 0.08105036281 
